"sales","price","TP","CP","DP","mail_campaign.1","mail_campaign.2","mail_campaign.3","mail_campaign.4"
62.10998821,1.089999771,0,0,0,5,4,5,4
38.8601776787174,0.911504536581734,0,0,0,8,5,8,6
67.9876506204439,0.97629601560249,0,0,0,6,5,4,6
79.6575498473462,0.918906483613016,0,0,0,6,4,5,3
55.4554563564545,0.937486647948977,0,0,0,1,3,3,3
147.495604471606,0.807151872710163,0,0,0,6,4,6,7
63.4701112424469,0.762917831679251,0,0,0,3,2,2,2
172.188250817727,0.712733287001002,0,0,0,4,5,4,6
366.909449565167,0.742623812365263,0,1,0,3,0,2,2
89.7068511448501,0.736873403475223,0,0,0,4,3,4,2
85.0195370655096,0.713343673381442,0,0,0,4,6,5,5
99.2795506025826,0.668485482699755,0,0,0,2,1,1,1
190.605233623513,0.704902424478757,0,0,0,5,4,5,5
1205.35647720813,0.731145017648792,1,0,0,7,4,5,5
241.369226824175,0.699710693996867,0,0,1,6,5,6,8
372.522244893313,0.653111817877214,0,0,1,11,6,7,8
110.40384144364,0.638081069761368,0,0,1,7,3,7,5
95.0455936386385,0.624591393502629,0,0,0,5,5,8,6
36.1030723016104,0.640508550253933,0,0,0,6,4,5,4
60.2986715251777,0.641124874617469,0,0,0,2,2,2,5
122.492077504294,0.630940481514029,0,0,0,8,8,8,7
305.317737448561,0.613282509772063,0,1,0,3,5,3,4
263.040424742387,0.675040259987015,0,0,0,3,5,4,4
154.617780407323,0.658347994287723,0,0,1,2,3,3,1
153.518439978004,0.695793127468762,0,0,1,9,11,8,9
40.5278822631591,0.66765079461442,0,0,0,4,4,5,5
19.6371944482173,0.681562615850973,0,0,0,4,4,3,5
131.350712347855,0.712670203377155,0,0,0,5,2,2,3
749.676281978575,0.71097026161016,0,1,0,5,3,6,4
249.729112707175,0.632979002522399,0,0,1,2,4,4,5
1160.51658324151,0.560235170518223,1,0,0,8,7,5,7
161.131360832069,0.60155000494166,0,0,0,5,3,5,5
386.442580760495,0.63389422484659,0,1,0,3,1,4,3
146.42689091991,0.601178908582068,0,0,0,6,7,5,4
118.664171867802,0.573849946417419,0,0,0,4,2,3,5
100.637752949759,0.56353416531793,0,0,0,7,9,6,6
282.288449017494,0.574478615639633,0,1,0,2,4,2,2
206.30972761937,0.578984916789207,0,0,1,3,3,4,5
56.496003118644,0.564596971619088,0,0,0,5,3,5,4
147.349263289828,0.616317639600603,0,0,0,4,4,4,4
271.180598205306,0.667728598227411,0,0,1,4,6,4,4
178.470251079785,0.633274806498093,0,0,1,7,2,3,4
125.857630089578,0.619368742190908,0,0,0,3,2,3,4
183.905440182806,0.594149695523233,0,0,0,6,4,8,6
358.658427824345,0.580482183191865,0,0,1,4,2,3,4
195.711429679755,0.546619468934353,0,0,1,5,6,5,6
171.2591029457,0.508112736786211,0,0,0,3,5,6,7
66.6587966209791,0.514104386184877,0,0,0,7,5,6,5
105.207428814757,0.517197243169723,0,0,0,1,2,1,3
243.337872553103,0.501579726929512,0,0,0,5,5,6,5
68.8143337261204,0.548215275845884,0,0,0,5,2,5,4
146.535655778227,0.545497226758243,0,0,0,8,5,6,5
82.3811887700792,0.594411367377591,0,0,0,4,3,3,4
198.107113312839,0.583526729875403,0,0,1,8,6,6,6
241.445329373359,0.544645606484789,0,0,1,4,4,3,3
69.64152121805,0.567554301505614,0,0,0,5,6,5,4
68.7804122545426,0.616909870178781,0,0,0,3,3,4,3
222.599464811531,0.6253821799486,0,0,0,4,4,6,5
251.346956948686,0.559213842845496,0,0,0,4,5,3,3
203.982825322015,0.558207647721108,0,0,1,11,8,9,8
284.176697331006,0.569289480924117,0,0,1,3,3,5,4
628.550524805784,0.570678535262415,1,0,0,3,5,4,3
148.124762770167,0.579113836490813,0,0,0,5,8,7,5
202.393940993521,0.560442767830516,0,0,1,6,5,7,6
529.330658855465,0.519296716549344,0,0,1,3,8,8,6
480.387076783963,0.52393339977728,0,0,0,6,5,5,5
96.783669445783,0.553660350382107,0,0,0,1,1,3,2
149.325706863657,0.521109538482,0,0,1,3,3,4,2
188.184514285822,0.541883584547215,0,0,1,3,4,1,4
422.49465786481,0.542199438259588,0,0,1,6,6,3,7
203.860568141317,0.477816153753572,0,0,0,3,6,5,4
367.290132137934,0.487003312573809,0,0,0,7,5,5,6
156.296103140096,0.522347112542474,0,0,1,6,2,2,2
188.769255396891,0.527642644138982,0,0,1,9,5,8,6
1184.0266487659,0.548504123542918,1,0,0,5,3,2,4
194.203936086151,0.525561366741535,0,0,1,2,4,4,4
309.645692210323,0.484017212645855,0,1,0,5,5,4,4
167.869083291251,0.491265249391385,0,0,0,7,5,6,7
167.365923845834,0.463273041276912,0,0,0,6,5,6,6
1237.03007618789,0.526546863691915,1,0,0,8,11,11,11
151.416699201347,0.566006974124461,0,0,1,4,3,4,2
143.829489015737,0.625626969420606,0,0,1,3,0,3,2
192.121200268297,0.64063605839091,0,0,1,2,3,5,7
57.5052766718897,0.624703118107243,0,0,0,3,3,1,2
153.927288534469,0.658128132722229,0,0,0,7,6,8,6
329.596207228171,0.666400833355473,0,1,0,6,6,5,7
117.804938218537,0.64309807765276,0,0,0,4,5,4,4
116.277419156341,0.635697960149995,0,0,0,1,2,1,2
88.6371610144855,0.614640859949845,0,0,0,2,6,4,9
83.2576033933487,0.624013923092039,0,0,0,7,9,8,9
979.737636138796,0.632401352792029,0,1,0,10,5,7,9
657.417446604158,0.603453760304368,1,0,0,3,4,4,2
177.715926459511,0.577722025158486,0,0,1,3,4,7,6
259.180128203983,0.577922461914851,0,0,1,2,2,3,2
117.54861452341,0.593797090509989,0,0,0,2,3,2,2
249.888691138792,0.563060214849433,0,0,0,6,6,6,5
279.417080289671,0.580037516310999,0,0,1,8,6,5,6
398.058929015129,0.57475718084079,0,0,1,3,3,3,1
176.062715143425,0.60193141288699,0,0,0,6,4,3,6
338.859654344192,0.582270273751519,0,1,0,4,2,2,4
840.024325674936,0.520092581161203,0,1,0,4,3,3,4
231.894838647162,0.504744670826579,0,0,0,4,7,4,5
56.6296439432452,0.502047100032849,0,0,0,3,2,4,3
92.7374332861863,0.586792817814556,0,0,0,4,4,5,4
323.21404475147,0.597120880675917,0,0,1,5,6,5,4
542.556343287137,0.602459067629908,0,0,1,5,8,5,6
148.763198458284,0.593509199903262,0,0,0,10,8,8,8
69.6998179951047,0.596365570333911,0,0,0,7,5,5,7
219.510594445297,0.553384483580062,0,0,0,6,8,8,8
72.0895746822731,0.579480272852024,0,0,0,5,3,5,5
754.277195689821,0.61392814714931,1,0,0,3,3,2,2
553.209044778331,0.619467260991602,0,0,1,5,2,4,3
164.928232473667,0.623779473081399,0,0,0,5,6,5,8
118.772081727968,0.715575810577428,0,1,0,3,3,3,2
152.477737743507,0.700775814849711,0,0,0,7,7,9,6
192.349691507107,0.653492976454025,0,0,0,4,5,4,4
218.962239543623,0.632822107079864,0,1,0,2,1,1,2
33.4701582797382,0.582078534288938,0,0,0,6,4,5,8
43.8410885129171,0.590145231238272,0,0,0,5,4,6,5
137.832224439842,0.560225215183014,0,0,0,2,4,4,3
114.145859979294,0.571043585817321,0,0,0,6,4,6,7
55.6750637498751,0.594074554298668,0,0,0,3,3,2,1
81.8034529836725,0.58706502148634,0,0,0,5,7,6,7
